Tema,Pergunta
Modelos de Produção,"05. (UEL-PR) “Essa união entre técnica e ciência vai dar-se sob a égide do mercado. E o mercado, graças exatamente à ciência e à técnica, torna-se um mercado global. A ideia de ciência, a ideia de tecnologia e a ideia de mercado global devem ser encaradas conjuntamente e desse modo podem oferecer uma nova interpretação à questão ecológica, já que as mudanças que ocorrem na natureza também se subordinam a essa lógica.”  
					(SANTOS, M. A natureza do espaço. São Paulo: Hucitec, 1996. p. 190.)  

					 Sobre o assunto, é correto afirmar: 
					
						As mudanças que ocorrem na natureza independem do mercado, cuja influência se limita às produções humanas.
						 As transformações das diferentes paisagens do globo terrestre independem da ciência, da tecnologia e do mercado global.
						 Grande parte dos impactos ambientais está subordinada às relações existentes entre ciência, tecnologia e mercado global.
						 Para a exploração da natureza numa economia de mercado global, ciência e tecnologia são dispensá
						 As mudanças que ocorrem no mercado global devem ser interpretadas pela subordinação deste à lógica da ecologia"
Modelos de Produção,"06. (UNIVESP) Dentre os problemas físicos aos quais os trabalhadores estão expostos, alguns dos que mais chamam a atenção são as Lesões por Esforços Repetitivos/Distúrbios Osteomusculares Relacionados ao Trabalho (LER/DORT). Com o advento da Revolução Industrial, as novas funções exercidas pelos trabalhadores estavam em desacordo com as suas capacidades físicas. As inovações tecnológicas, por sua vez, agravaram esse quadro, principalmente com o surgimento de um modelo de produção denominado Fordismo. 



					O Fordismo se caracteriza pela  
					
						automação total do trabalho, deixando para os robôs as tarefas extenuantes e repetitivas.


						adoção de horários flexíveis para os trabalhadores e ausência de estoque inicial.


						valorização da criatividade dos operários e de sua saúde física e mental.


						especialização do trabalhador, que ficou responsável pela realização de poucas e repetidas tarefas.


						existência de células de trabalho, do uso do Kanban e de equipes responsáveis por todo o processo de produção."
Modelos de Produção,"07. (UNICENTRO) A manchete Recall global da Toyota envolve 94.992 carros no Brasil, amplamente divulgada pela mídia nacional no dia 11 de abril de 2014, demonstra a importância da presença de multinacionais no setor automotivo brasileiro. No final da década de 1990, com o avanço do processo de globalização e maior desenvolvimento da indústria automobilística no Brasil, a empresa Toyota Motor Co. inaugura nova unidade produtiva na cidade de Indaiatuba, na região de Campinas, com modelo de organização do trabalho inspirado em princípios do engenheiro japonês Taiichi Ohno. 

					 Com base nos conhecimentos sobre os princípios de organização do trabalho do Toyotismo, assinale a alternativa correta. 

					
						 Existe uma valorização das organizações sindicais operárias que cumprem o papel de estabelecer a relação entre patrões e empregados.


						O aumento da produtividade do trabalho na linha de montagem se realiza por uma acentuada separação entre trabalho manual e técnico.


						o modelo de produção e gerenciamento mantém os princípios fordistas de disciplina e organização hierárquica rígida e autoritária.


						Os sistemas integrados de controle na fábrica e a remuneração uniforme dos trabalhadores e gerentes impedem a busca por qualificação.


						Utiliza a filosofia do just in time, produzir o necessário no momento certo sem desperdícios e perfeita sintonia entre produção e vendas."
Modelos de Produção,"08. (UERJ) Da revolução industrial até o auge do fordismo, que pôde ser facilmente atingido com energias fósseis, mas em cujo reverso se abre um abismo, passaram-se mais de 200 anos; um curto período de tempo, em que se gastaram recursos naturais fósseis resultantes de milhões de anos terrestres. 
					ALTVATER, Elmar. O preço da riqueza. São Paulo: Unesp, 1995.  

					O texto acima expressa uma avaliação sobre a relação natureza/sociedade de grande importância para o planejamento das atividades humanas. A característica da dinâmica capitalista que traduz o alerta feito pelo autor está em:  
					
						A inovação da tecnologia determinou a disponibilidade de bens renováveis.
						A mudança no padrão energético impediu a adoção de políticas de preservação ambiental.
						O avanço da degradação ambiental conduziu à consciência do fim da sociedade industrial.
						A utilização econômica dos recursos naturais superou o ritmo de renovação do meio físico."
Modelos de Produção,"09. (UFU) Após a Revolução Industrial foram desenvolvidas diferentes formas de gerenciamento científico da produção, no interior do sistema capitalista, como o taylorismo, o fordismo e o toyotismo, as quais, entre as suas finalidades, objetivaram aumentar a capacidade produtiva e baratear os custos com mão de obra das empresas. 

					Dentre as alternativas apresentadas a seguir, assinale apenas aquela que descreve corretamente as características das três modalidades de gerências científicas anteriormente especificadas. 


					
						 O taylorismo, o fordismo e o toyotismo são denominações clássicas para as posturas gerenciais adotadas respectivamente pela Volkswagen, na Alemanha; pela Ford, nos Estados Unidos; e pela Toyota, no Japão. Suas principais inovações estão associadas à ocupação dos postos gerenciais por executivos portadores de cursos superiores.

						 O taylorismo, desenvolvido pela Volkswagen na Alemanha, está associado à introdução da esteira rolante, enquanto as tecnologias desenvolvidas pelo fordismo e pelo toyotismo são patentes registradas, respectivamente, pelas empresas Ford (nos Estados Unidos) e Toyota (no Japão).

						 Taylorismo, fordismo e toyotismo são procedimentos gerenciais modernos que têm como principal finalidade motivar os trabalhadores para a produção, aumentando sua participação nos processos decisórios e nos lucros das empresas.

						 O taylorismo propôs a separação entre a concepção e a execução dos processos produtivos e a apropriação dos conhecimentos dos trabalhadores pelas empresas; o fordismo implementou a linha de montagem, buscando controlar o ritmo de trabalho mecanicamente e o toyotismo busca flexibilizar o sistema produtivo capitalista, ao capacitar as empresas para responder com agilidade e diversificação às demandas do mercado."
Modelos de Produção,"10. (UERJ) 

					
						Corrida pra vender cigarro  

						Cigarro pra vender remédio  

						Remédio pra curar a tosse  

						Tossir, cuspir, jogar pra fora  

						Corrida pra vender os carros  

						Pneu, cerveja e gasolina  

						Cabeça pra usar boné  

						E professar a fé de quem patrocina  

						Eles querem te vender  

						Eles querem te comprar  

						Querem te matar (de rir)  

						Querem te fazer chorar  

						(…)  

						Corrida contra o relógio  

						Silicone contra a gravidade  

						Dedo no gatilho, velocidade  

						Quem mente antes diz a verdade  

						Satisfação garantida  

						Obsolescência programada  

						Eles ganham a corrida  

						Antes mesmo da largada  

						(...)  
					

					Os diferentes modelos produtivos de cada momento do sistema capitalista sempre foram o resultado da busca por caminhos para manter o crescimento da produção e do consumo. 

					A crítica ao sistema econômico presente na letra da canção está relacionada à seguinte estratégia própria do atual modelo produtivo toyotista: 


					
						 aceleração do ciclo de renovação dos produtos

						 imposição do tempo de realização das tarefas fabris

						 restrição do crédito rápido para o consumo de mercadorias

						 padronização da produção dos bens industriais de alta tecnologia"
Nova Ordem Mundial,"01. (UFPR) A rede de fast-food McDonald’s existe desde os anos 1950, mas somente a partir dos anos 1980 se tornou um dos símbolos do capitalismo norte-americano globalizado. Juntamente com o seu famoso sanduíche Big Mac, vendido mundialmente, a empresa também é conhecida por produzir sanduíches e pratos adaptados ao gosto regional de cada país: na Índia, onde a vaca é um animal sagrado, existe o McCurry Pan, nas versões vegetariana e com frango; na Indonésia e em Taiwan, é vendido o McRice Burger, um sanduíche que substitui o pão por massa à base de arroz; em Israel, existe o McShwarma, um sanduíche kosher (que segue os padrões religiosos judaicos de preparação de alimentos); dentre vários exemplos.

					Considere as afirmativas abaixo sobre o caráter da globalização associado a essa estratégia do McDonald’s:

					1. No caso do McDonald’s, a globalização também é conhecida como “glocalização” – a articulação entre a oferta global de produtos e o preenchimento de demandas locais.
					2. Nesse caso específico, a rede norte-americana oferece produtos regionais para facilitar sua aceitação em países tradicionalmente inimigos dos Estados Unidos, permitindo que a população reveja suas resistências.
					3. A adaptação do cardápio norte-americano aos gostos locais é um exemplo da complexa relação que a globalização estabelece no cotidiano das pessoas em várias partes do mundo, tornando questionável a ideia de que esse fenômeno representaria somente a homogeneização ou americanização dos costumes.
					4. Os exemplos citados mostram o esforço da rede norte-americana em competir com a culinária local, oferecendo opções mais baratas e saudáveis para seus consumidores, a fim de ampliar seu mercado.

					Assinale a alternativa correta.  

					
						 Somente a afirmativa 1 é verdadeira.
						Somente a afirmativa 4 é verdadeira.
						Somente as afirmativas 2 e 4 são verdadeiras.
						Somente as afirmativas 1 e 3 são verdadeiras.
						Somente as afirmativas 2 e 3 são verdadeiras."
Nova Ordem Mundial,"02. (UNESP) Segundo Jacques Diouf, diretor-geral da FAO – Organização das Nações Unidas para Agricultura e Alimentação –, a crise silenciosa da fome, que afeta um sexto de toda a humanidade, constitui um sério risco para a segurança e a paz mundial (...). Hoje, o aumento da fome é um fenômeno global. Todas as regiões foram afetadas.

					 (Folha de S.Paulo, 20.06.2009.)



					A notícia reflete preocupações inerentes à nova ordem mundial.



					De que modo pode-se explicar o fenômeno da fome nos dias de hoje?  

					
						 A fome hoje é uma consequência da falência das economias da China, Índia e Indonésia, que estão entre as que melhor absorvem o impacto da crise.


						O número de miseráveis no mundo aumentou por causa da bipolarização econômica, que transferiu riquezas para os países periféricos do hemisfério sul.


						 A produção de alimentos no mundo diminuiu drasticamente, devido à falta de investimentos econômicos na zona rural.


						 A fome começou a se espalhar pelo mundo depois do início da globalização, quando milhões de pessoas abandonaram o campo, devido à industrialização e urbanização do meio rural.


						A crise econômica aumentou o desemprego e reduziu o poder de compra da população, além de ter contribuído para o aumento nos preços dos alimentos."
Nova Ordem Mundial,"03. (UEG) Notícias recentes acerca de armas nucleares existentes na Coreia do Norte, especialmente sobre os testes que estão sendo realizados com mísseis balísticos intercontinentais, cujo alcance superaria os 10.000 km (conforme figura a seguir), têm trazido preocupação à comunidade internacional.  

					
					Disponível em: <http://www.bbc.com/portuguese/internacional-39596923>. Acesso em: 30 ago. 2017. 

					Considerando-se a possibilidade de as informações sobre o alcance dos mísseis balísticos testados ou em teste serem verídicas, é possível, com base na figura, inferir que eles  
					
						 afetariam especialmente os países localizados nos hemisfério sul e ocidental.


						poderiam alcançar diretamente o território de qualquer país no planeta.


						 alcançariam apenas as regiões polares.


						 alcançariam diretamente o sul da América do Sul e a Antártida.


						atingiriam o território das principais potências econômicas mundiais."
Nova Ordem Mundial,"04. (ACAFE) “Alguma coisa está fora da ordem, fora da nova ordem mundial”

					(Trecho da música Fora de Ordem, de Caetano Veloso)
					 Sobre as ordens mundiais ao longo da história, marque V para as afirmações verdadeiras e F para as falsas e assinale a alternativa com a sequência correta.
					( ) Até o início do Século XX, antes das duas grandes guerras, havia uma ordem mundial multipolar, com várias potências coloniais rivalizando entre si, tendo o Reino Unido como a mais poderosa.
					( ) A partir do final da Segunda Guerra Mundial, duas superpotências passaram a dividir a supremacia mundial: EUA e Alemanha, no período chamado “Guerra Fria”.
					( ) Em 1945 houve a queda do Muro de Berlim e o colapso da União Soviética, inaugurando o início de uma ordem mundial totalmente capitalista.
					( ) A fundação da União Europeia e o vertiginoso crescimento econômico da China, passando a rivalizar com os EUA, deram impulso ao estabelecimento de uma ordem mundial multipolar, a partir da década de 1990. Essa correlação das maiores forças econômicas mundiais conta ainda com o Japão, importante potência asiática e com ascensão dos países “emergentes”, entre eles o grupo chamado de BRICS, do qual o Brasil faz parte.
					( ) Em 1999 surgiu o G20, grupo composto pelas 19 maiores economias do mundo acrescidas da União Europeia. Esse grupo de países ricos e de países emergentes passou a constituir uma importante arena de discussões sobre questões políticas e econômico-financeiras de interesse mundial.  

					
						V - V - F - F - F


						F - V - F - V - F


						 V - F - F - V - V


						 F - F - F - V - V"
Nova Ordem Mundial,"05. (UNE Retomemos aqui o assunto principal desta palestra, que é o problema
					da conciliação do interesse individual com o interesse coletivo. Este tema, como todos sabemos, é tratado [...] em sua famosa passagem da mão invisível. Seu argumento diz, basicamente, que cada indivíduo, agindo apenas em nome de seu próprio interesse, acaba contribuindo, sem o saber, para o bem comum, que, em nenhum momento, tinha sido seu objetivo declarado. [...]

					[...] o argumento [...] tem a ver com crescimento econômico. Diz ele que, como é do interesse de cada indivíduo enriquecer, e como cada indivíduo sabe melhor do que outras pessoas julgar seu próprio interesse e decidir sobre os melhores meios de atingi-lo, o melhor que ele tem a fazer é buscar seu próprio interesse. Ao agir dessa forma, esse indivíduo enriquecerá. Ora, se todos agirem assim, todos enriquecerão e, portanto, o país como um todo enriquecerá. Vemos assim que o argumento original da mão invisível não é tão paradoxal quanto pode parecer para alguns, afinal de contas. Isso porque o interesse individual não é antagônico ao interesse geral. Muito pelo contrário, sob essa ótica, o interesse geral é simples soma dos interesses individuais. (RETOMEMOS... 2017).  
					A MÃO invisível. Disponível em: http://www.ihu.unisinos.br/images/stories/cadernos/ideias/035cadernosihuideias.pdf. Acesso em: 21 nov. 2017.  

					A origem da riqueza das nações sempre foi motivo de debate e divergência entre pesquisadores, cientistas e políticos, sendo que o pensamento econômico retratado no texto se relaciona ao  
					
						 Renascimento, que acreditava na razão como elemento de crítica ao teocentrismo medieval, que negava a acumulação de capital individual, buscando o fortalecimento do Estado.


						Calvinismo, quando afirmava ser a mão invisível de Deus determinava que todos os homens, principalmente os trabalhadores, tinham possibilidade de enriquecimento, dependendo apenas do esforço individual.


						 Mercantilismo, que se baseava na ideia de que o Estado deveria promover a liberdade de produção e comercialização, objetivando o enriquecimento individual e, consequentemente, do Estado.


						 liberalismo econômico, que defendia a plena liberdade individual de produção, sem a interferência estatal, como elemento de progresso e de promoção da riqueza da nação.


						Estado de Bem-Estar Social, consolidado após a Segunda Guerra Mundial, que, no contexto da Guerra Fria, criticava a planificação estatal soviética e defendia a existência de um Estado Mínimo."
Nova Ordem Mundial,"06. (EsPCEx) Sabe-se que o poder global dos Estados Unidos da América (EUA) é multidimensional, expressando-se, por exemplo, nos campos econômico, financeiro e cultural. Contudo, de todas as dimensões do poder, merecem especial destaque os campos geopolítico e militar. Quanto a estes últimos, no que diz respeito à distribuição e ação do poder militar norte-americano pelo globo, no início do século XXI, podemos afirmar que



					I - em países europeus da Organização do Tratado do Atlântico Norte (Otan), como é o caso da Alemanha, da Grã-Bretanha e da Itália, situam-se grandes bases do Exército, da Marinha e da Força Aérea norte-americana.

					II - na Europa e na Ásia/Pacífico, como reflexo da Guerra Fria, estão as duas principais concentrações de forças dos Estados Unidos no exterior.

					III - o Japão e o Vietnã se destacam como principais aliados da orla oriental asiática, onde se situam grandes bases do Exército, da Marinha, da Força Aérea e dos fuzileiros navais dos EUA.

					IV - a “guerra ao terror”, proposta no governo George W. Bush, traduziu-se, para o Oriente Médio, no envolvimento dos EUA em dois grandes conflitos regionais, um no Iraque e outro na Síria.

					V - o Hawaí, estado norte-americano de além-mar, e a ilha de Diego Garcia funcionam como importantes centros de operações, respectivamente, nos oceanos Pacífico e Índico.



					Assinale a alternativa que apresenta todas as afirmativas corretas.  

					
						 I, II e III


						I, II e V


						 I, III e IV


						 III, IV e V


						II, IV e V"
Nova Ordem Mundial,"07. (Albert Einstein) ""A tal ideologia globalitária, quase sem resistências, vem tentando demonstrar que, com a queda do Muro de Berlim e o fim do chamado mundo bipolar, o espaço político e econômico tornou-se mais homogêneo, menos conflitivo, havendo concordância a respeito das tendências evolutivas da economia e das sociedades"".

					(Luiz Gonzaga Belluzzo. A Guerra do Brasil, São Paulo: Textonovo, 2006. p. 25) 

					O autor se refere a uma interpretação da chamada nova ordem mundial. Sobre essa ordem é correto afirmar que 

					
						 vivenciamos a globalização que tornou as relações comerciais internacionais bem mais harmoniosas, com a eliminação quase total dos obstáculos alfandegários.


						assistimos ao fim da geopolítica, que é aquela ação dos países de colocarem à frente de todos os interesses gerais, seus próprios interesses econômicos e estratégicos.


						 na globalização há mais liberdade para a circulação de capitais no mundo, porém a falta de controles eficazes tem gerado situações de instabilidade econômica importantes.


						 o fim da ordem bipolar significou o fim do equilíbrio militar que mantinha certa paz no mundo; a consequência é o aumento significativo de conflitos e de guerras regionais."
Nova Ordem Mundial,"08. (UESB) Os conhecimentos sobre A Nova Ordem Mundial permitem corretamente afirmar:  

					
						Houve a divisão do mundo em Primeiro, Segundo e Terceiro, o último formado por países de economia em transição do socialismo para o capitalismo.


						Aumentou a quantidade de conflitos armados, devido à retomada de antigas diferenças étnicas e religiosas entre os povos envolvidos.


						 Foi estabelecida uma Nova Divisão Internacional do Trabalho, que alterou as desigualdades no processo produtivo, extinguindo a dependência econômica dos países periféricos.


						 Surgiram grupos, como os Brics, que têm sua projeção econômica baseada no crescimento da produção agrícola.


						Foi criada a Organização Mundial do Comércio (OMC), pautada em acordos bilaterais, com o objetivo de favorecer o protecionismo e aumentar as restrições no âmbito do comércio internacional."
Nova Ordem Mundial,"09. (UNIFESO) “Mas as diferenças entre as ambições atuais dos Estados Unidos e as da Grã-Bretanha de um ou dois séculos atrás são flagrantes. Os Estados Unidos são um país fisicamente vasto, com uma das maiores populações do mundo em que, ao contrário do que ocorre na União Europeia, ainda está em crescimento devido a uma imigração quase ilimitada. Há também diferenças de estilo. O Império Britânico no seu auge ocupava e administrava a quarta parte da superfície do globo. Os Estados Unidos nunca praticaram um verdadeiro colonialismo, exceto durante um breve período em que o colonialismo imperial esteve em moda, no final do século XIX e no início do XX. Os Estados Unidos operavam com países dependentes e satélites, sobretudo no continente americano, onde praticamente não tinham competidores. Ao contrário da Grã-Bretanha, desenvolveram, no século XX, uma política de intervenções armadas nesses países”.  

					
						 exerceram o seu domínio sobre Estados já constituídos, enquanto os ingleses submeteram vastos territórios a sua administração direta.


						eliminaram os sistemas de Estados existentes, enquanto que a Inglaterra manteve o controle econômico sob as áreas dominadas.


						 promoveram a democracia entre os povos, enquanto a Inglaterra manteve uma dominação ditatorial sobre as áreas dominadas


						 legitimaram a sua expansão imperial sob o manto das ideias de pureza racial, enquanto que os ingleses promoveram a mestiçagem nas colônias.


						tiveram uma ambição global a ponto de conquistarem vastos territórios em vários continentes, enquanto a expansão inglesa teve caráter regional."
Nova Ordem Mundial,"10. (Unit-SE) Os conhecimentos sobre a Nova Ordem Mundial permitem afirmar que ela é  

					
						 multipolar e caracteriza-se, entre outros, pelo surgimento de novos estados nacionais.


						bipolar, que dividiu o mundo em países do Norte, capitalistas e desenvolvidos, e países do Sul, socialistas.


						 identificada pela divisão dos países em Primeiro, Segundo e Terceiro Mundo, desde o final da Segunda Guerra Mundial.


						 unipolar, devido à hegemonia econômica norte-americana e por ser esse país a única potência detentora do poder nuclear.


						Controlada ideologicamente e politicamente por organismos internacionais como a ONU e a OTAN."
Nova Ordem Mundial,"11. (CESGRANRIO) Em 1989, a queda do Muro de Berlim anunciava uma “nova ordem mundial”, cuja característica central aparentava ser o “fim da história”: [...] Escassos 25 anos se passaram, e a “nova ordem” tornou-se uma caricatura bizarra de si própria. [...] Estamos todos conscientes de que a desigualdade cresce na maioria dos países. [...] A “perplexidade” percorre todos os cantos do planeta.[...] Christine Lagarde tem razão: a conjuntura mundial ameaça os 85 países mais ricos, se não pela revolução, por uma lógica incontrolável de destruição psicológica das forças produtivas, um processo em que o bom e velho Karl denominaria “barbárie”. Ergue-se o túmulo sobre cuja lápide será gravada a mais lúcida de todas as sentenças: o limite capital é o próprio capital.



					 ARBEX Jr., J. O limite do capital. Revista Caros Amigos, ano XVII, n. 208, jul. 2014, p.9.



					Do ponto do vista do autor do texto acima, uma razão para o aumento das desigualdades e para a instabilidade geopolítica está na opção dominante no mundo pautada pelo caminho  

					
						
							marxista


						neoliberal


						 keynesiano


						 pós-neoliberal


						desenvolvimentista"
Nova Ordem Mundial,"12. (UFMG) A partir do final da Segunda Guerra Mundial, a sociedade vivenciou dois grandes processos de ordenamento do espaço mundial. O primeiro, denominado período da Guerra Fria, durou entre 1945 e 1991 e foi marcado pela bipolarização do mundo. O segundo período, denominado de Nova Ordem Mundial, está em vigor desde a década de 1990 e sofre constantes alterações.



					Sobre essas formas de ordenamento mundial, é CORRETO afirmar que, na 

					
						Guerra Fria, a Alemanha teve um papel político importante, já que serviu de “ponte” para as relações entre a Europa Ocidental e Oriental, evitando a quebra da unidade europeia.


						Guerra Fria, ocorreram diversos combates entre os Estados Unidos e União Soviética no Atlântico Norte, disputando o controle das jazidas de minério de ferro existentes no assoalho oceânico.


						 Nova Ordem Mundial, ocorreram transformações na América Latina com a formação Alternativa Bolivariana para as Américas (ALBA) que busca confrontar os princípios da ALCA.


						 Nova Ordem Mundial, ocorreu a criação de um bloco militar denominado Aliança Sul-americana envolvendo o Brasil, Paraguai, Argentina e Uruguai para defender os territórios ao sul do continente."
Nova Ordem Mundial,"13. (UECE) “(...)Pelo caminho perdemos até o direito de nos chamarmos americanos, embora os haitianos e os cubanos já estivessem inscritos na História, como novos povos, um século antes que os peregrinos do Mayflower se estabelecessem nas costas de Plymouth. Agora, para o mundo, América é tão só os Estados Unidos, e nós quando muito habitamos uma subAmérica, uma América de segunda classe, de nebulosa identidade (...)”

					(GALEANO, Eduardo. As veias abertas da América Latina. Tradução de Sérgio Faraco. São Paulo: L&PM, 2010. p. 18). 



					A partir do excerto acima, pode-se concluir acertadamente que  

					
						os haitianos e os cubanos não são americanos.


						os peregrinos do Mayflower são historicamente americanos.


						 a identidade americana é negada para os habitantes da América Latina.


						 a cidadania americana pertence exclusivamente aos Estados Unidos."
Nova Ordem Mundial,"14. (UPE) A passagem do século XVIII para o XIX foi marcada por um desequilíbrio nas relações entre a Europa e o Novo Mundo. As lutas políticas na América estavam ligadas à resistência contra a colonização europeia e às influências das ideias liberais. Sobre essa crise do Antigo Regime e suas i mplicações na América, assinale a alternativa CORRETA.  

					
						 A Guerra de Independência dos Estados Unidos acirrou as tensões políticas pré-existentes entre a França e a Inglaterra, servindo de palco para um confronto indireto entre essas duas nações.


						As tensões políticas entre a Espanha e suas colônias na América acabaram por reestruturar o império espanhol que, mediante as reformas bourbonianas, conseguiu manter seu poderio na América, até o final do século XIX.


						 As relações entre Portugal e a América Portuguesa só se agravaram após a transmigração da família real para o Brasil em 1808, fugindo da invasão napoleônica.


						 A Guerra do Paraguai, envolvendo Brasil, Portugal, Paraguai, Espanha e Inglaterra, é fruto direto desse contexto.


						As Conjurações Baiana e Mineira, ocorridas no início do século XIX, são reflexos desse quadro de desequilíbrio político entre Portugal e sua colônia na América."
Nova Ordem Mundial,"15. (FAMECA) A nova ordem mundial, conjunto de características econômicas, políticas e sociais, consolidou-se com o fim da Guerra Fria. Sobre essa nova configuração, é correto afirmar que  

					
						 a organização de fóruns de debates internacionais passou a se constituir elemento chave para o novo cenário, resgatando o respeito pelos líderes mundiais.


						as superpotências passaram a ser definidas pela elevada produtividade baseada no domínio técnico, científico e militar, conferindo maior competitividade.


						 as lideranças se construíram de modo natural e as novas potências assumiram seu papel de orientação, criando um cenário positivo para debates democráticos.


						 a capacidade militar se manteve preponderante nas definições das áreas de influência dos países, elegendo novos líderes mundiais.


						os grandes países de influência global foram escolhidos a partir de instâncias políticas capitaneadas por órgãos internacionais, avaliando suas potencialidades."
Tigres Asiáticos,"01. (UEFS) Coreia do Sul, Taiwan, Hong Kong e Cingapura ficaram conhecidos na década de 1980 como Tigres Asiáticos. Nesse período, esses países apresentavam como característica comum

 					
 						 a concessão de incentivos às exportações de produtos primários, caracterizada como auxílio aos países pobres em recursos naturais.


 						o intenso investimento em infraestruturas, adotado por permitir o transporte de insumos energéticos aos países subdesenvolvidos da região.


 						o rápido processo de industrialização, favorecido pelos mecanismos da Guerra Fria para fazer frente ao avanço sino-soviético.


 						a criação de medidas protecionistas, estratégia adotada para reforçar seus modelos econômicos baseados na substituição de importações.


 						a política de valorização cambial, conciliada ao processo de abertura econômica ainda que sob ditaduras de partido único."
Tigres Asiáticos,"02. (ACAFE) O termo Tigres Asiáticos faz alusão a países ou áreas que se industrializaram, ao longo do século XX, com estratégias de grande competitividade no mercado internacional. Dentro da denominação existem os Tigres Asiáticos (primeira geração) e os Novos Tigres Asiáticos.


 					Assinale a alternativa que contém apenas Tigres Asiáticos de primeira geração.
 					
 						Tailândia, Coreia do Sul e Cingapura.


 						Cingapura, Malásia e Coreia do Sul.


 						Coreia do Sul, Taiwan e Hong Kong.


 						Hong Kong, Taiwan e Filipinas."
Tigres Asiáticos,"03. (FGV-SP) Os Tigres Asiáticos, contemplados por políticas internacionais contra o avanço sino-soviético, industrializaram-se com grande rapidez e apresentaram importantes avanços econômicos nas últimas décadas do século XX.


 					Nesse contexto, esses países se tornaram
 					
 						 centros logísticos, controlando a oferta de bens de consumo no mundo ocidental.


 						áreas de livre comércio, utilizando moeda única para ampliar a troca de mercadorias.


 						tecnopolos, adotando o compartilhamento de patentes em inovações produtivas.


 						plataformas de exportação, oferecendo produtos industriais mais baratos.


 						mercados emergentes, criando relações equânimes entre burguesia e proletariado."
Tigres Asiáticos,"04. (FATEC) Nas décadas de 1960 e 1970, Coreia do Sul, Taiwan, Hong Kong e Cingapura passaram por um intenso processo de industrialização e, posteriormente, ficaram conhecidos como Tigres Asiáticos.



 					Além de mão de obra abundante e barata, esses lugares se caracterizavam por possuir

 					
 						pequenas quantidades de matérias-primas e ter a produção industrial voltada para o mercado externo.


 						reduzida participação estrangeira na produção industrial, assumida por empresas nacionais de capital privado.


 						grandes reservas de matérias-primas para abastecer as indústrias produtoras de bens de consumo duráveis.


 						enorme mercado consumidor, que era abastecido por mercadorias produzidas por indústrias estatais latino-americanas.


 						diversos centros de distribuição de produtos industrializados, que eram fabricados por empresas estatais de capital soviético."
Tigres Asiáticos,"05. (FAAP) Os países conhecidos como Tigres Asiáticos, que se destacam por uma grande pujança econômica, caracterizam-se, basicamente, por:

 					
 						apresentarem economia baseada no setor primário com emprego de numerosa mão de obra;


 						serem altamente industrializados, porém muito dependentes de matérias-primas;


 						exibirem elevados índices de produção de petróleo e aço;


 						apresentarem agricultura basicamente extensiva e de alta tecnologia;


 						apresentarem elevada produção industrial destinada essencialmente ao mercado interno."
Tigres Asiáticos,"06. (UCS) A partir dos anos 70, outros países se juntaram ao Japão na categoria dos que se destacam pela rapidez dos processos de industrialização: são conhecidos como Tigres Asiáticos. Destacam-se por apresentarem elevada produção industrial destinada essencialmente ao mercado externo. São eles:

 					
 						 China, Coreia do Sul, Cingapura e Taiwan.


 						Coreia do Sul, Hong Kong, Cingapura e Taiwan.


 						China, Coreia do Sul, Coreia do Norte e Malásia.


 						Vietnã, Malásia, Cingapura e Filipinas.


 						Coreia do Sul, Malásia, Vietnã e Cingapura."
Tigres Asiáticos,"07. (UEMG) Os chamados “Tigres Asiáticos” são pequenos países industrializados do Extremo Oriente, exportadores de produtos eletrônicos e brinquedos, que atingiram elevados níveis de industrialização, na segunda metade do século XX.

 					São fatores econômicos que favoreceram o desenvolvimento alcançado por esses países, EXCETO:

 					
 						 Investimento de capital estrangeiro, principalmente alemão e japonês.
 						Exploração da força de trabalho, relativamente barata.
 						Modelo econômico que enfatiza o “equilíbrio” social e a hierarquia.
 						Economias voltadas fundamentalmente para o mercado externo."
Tigres Asiáticos,"08. (UNITAU) Apesar das críticas, nos últimos tempos, alguns países superaram o subdesenvolvimento. São os NIC (Newly Industrialized Countries), também conhecidos como ""Tigres Asiáticos"". São eles:

 					
 						 Coreia do Sul, Coreia do Norte, China e Taiwan (Formosa).

 						 Hong Kong, Taiwan (Formosa), China e Coreia do Sul.

 						 Taiwan (Formosa), Cambodja, Coreia e China.

 						 China, Coreia, Hong Kong e Cingapura.

 						 Coreia do Sul, Hong Kong, Taiwan (Formosa) e Cingapura."
Tigres Asiáticos,"09. (UNIPAM) A partir do início dos anos 1980, quatro países da Ásia (Cingapura, Hong Kong, Coreia do Sul e Taiwan) apresentaram um acelerado processo de industrialização. Em razão da agressividade administrativa e da localização dos países, eles ficaram conhecidos mundialmente como Tigres Asiáticos.
 					(CERQUEIRA, W. Tigres asiáticos. Disponível em: http://www.brasilescola.com. Acesso em: 15 set. 2013).

 					Assinale a alternativa CORRETA sobre o processo de industrialização dos Tigres Asiáticos.
 					
 						 Industrialização orientada para a plataforma de exportação de commodities.


 						Modelo econômico industrial endógeno via processo de substituição de importações.


 						Desenvolvimento nas áreas de indústria e tecnologia voltado para o mercado externo.


 						Atração de investimentos de capital estrangeiro, principalmente chinês, que alavancaram o desenvolvimento industrial voltado para o exterior."
